0,1,2,3,4,5,6,etiqueta
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
3,2.0,1.0,2.0,1.0,1.0,1.0,clase3
3,2.0,1.0,2.0,1.0,1.0,1.0,clase3
3,2.0,1.0,2.0,1.0,1.0,1.0,clase3
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
4,2.0,2.0,2.0,1.0,2.0,1.0,clase4
2,2.0,1.0,2.0,2.0,1.0,1.0,clase2
2,2.0,1.0,2.0,2.0,1.0,1.0,clase2
2,2.0,1.0,2.0,2.0,1.0,1.0,clase2
2,2.0,1.0,2.0,2.0,1.0,1.0,clase2
2,2.0,1.0,2.0,2.0,1.0,1.0,clase2
2,2.0,1.0,2.0,2.0,1.0,1.0,clase2
1,2.0,1.0,2.0,2.0,1.0,1.0,clase1
1,2.0,1.0,2.0,2.0,1.0,1.0,clase1
1,2.0,1.0,2.0,2.0,1.0,1.0,clase1
1,2.0,1.0,2.0,2.0,1.0,1.0,clase1
1,2.0,1.0,2.0,2.0,1.0,1.0,clase1
1,2.0,1.0,2.0,2.0,1.0,1.0,clase1
1,2.0,1.0,2.0,2.0,1.0,1.0,clase1
3,2.0,1.0,2.0,2.0,1.0,1.0,clase3
3,2.0,1.0,2.0,2.0,1.0,1.0,clase3
3,2.0,1.0,2.0,2.0,1.0,1.0,clase3
4,2.0,1.0,2.0,2.0,2.0,1.0,clase4
4,2.0,1.0,2.0,2.0,2.0,1.0,clase4
4,2.0,2.0,2.0,2.0,2.0,1.0,clase4
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
3,2.0,1.0,2.0,1.0,1.0,1.0,clase3
3,2.0,1.0,2.0,1.0,1.0,1.0,clase3
3,2.0,1.0,2.0,1.0,1.0,1.0,clase3
4,2.0,2.0,2.0,1.0,2.0,1.0,clase4
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
4,2.0,1.0,1.0,1.0,2.0,1.0,clase4
4,2.0,1.0,1.0,1.0,2.0,1.0,clase4
4,2.0,1.0,1.0,1.0,2.0,1.0,clase4
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
2,2.0,1.0,1.0,2.0,1.0,1.0,clase2
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
1,2.0,1.0,1.0,2.0,1.0,1.0,clase1
4,2.0,2.0,1.0,2.0,2.0,1.0,clase4
4,2.0,1.0,1.0,2.0,2.0,1.0,clase4
4,2.0,1.0,1.0,2.0,2.0,1.0,clase4
4,2.0,1.0,1.0,2.0,2.0,1.0,clase4
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
2,2.0,1.0,1.0,1.0,1.0,1.0,clase2
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
1,2.0,1.0,1.0,1.0,1.0,1.0,clase1
4,2.0,2.0,1.0,1.0,2.0,1.0,clase4
4,2.0,1.0,1.0,1.0,2.0,1.0,clase4
4,2.0,1.0,1.0,1.0,2.0,1.0,clase4
4,2.0,2.0,1.0,1.0,2.0,1.0,clase4
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
2,2.0,1.0,2.0,1.0,1.0,1.0,clase2
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
1,2.0,1.0,2.0,1.0,1.0,1.0,clase1
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
4,2.0,1.0,2.0,1.0,2.0,1.0,clase4
4,2.0,2.0,2.0,1.0,2.0,1.0,clase4
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
3,3.0,1.0,2.0,1.0,1.0,1.0,clase3
3,3.0,1.0,2.0,1.0,1.0,1.0,clase3
3,3.0,1.0,2.0,1.0,1.0,1.0,clase3
3,3.0,1.0,2.0,1.0,1.0,1.0,clase3
4,3.0,2.0,2.0,1.0,2.0,1.0,clase4
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
2,3.0,1.0,2.0,2.0,1.0,1.0,clase2
1,3.0,1.0,2.0,2.0,1.0,1.0,clase1
1,3.0,1.0,2.0,2.0,1.0,1.0,clase1
1,3.0,1.0,2.0,2.0,1.0,1.0,clase1
1,3.0,1.0,2.0,2.0,1.0,1.0,clase1
1,3.0,1.0,2.0,2.0,1.0,1.0,clase1
3,3.0,1.0,2.0,2.0,1.0,1.0,clase3
3,3.0,1.0,2.0,2.0,1.0,1.0,clase3
4,3.0,2.0,2.0,2.0,2.0,1.0,clase4
4,3.0,1.0,2.0,2.0,2.0,1.0,clase4
4,3.0,1.0,2.0,2.0,2.0,1.0,clase4
4,3.0,2.0,2.0,2.0,2.0,1.0,clase4
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
3,3.0,1.0,2.0,1.0,1.0,1.0,clase3
3,3.0,1.0,2.0,1.0,1.0,1.0,clase3
3,3.0,1.0,2.0,1.0,1.0,1.0,clase3
4,3.0,2.0,2.0,1.0,2.0,1.0,clase4
4,3.0,1.0,2.0,1.0,2.0,1.0,clase4
4,3.0,1.0,2.0,1.0,2.0,1.0,clase4
4,3.0,2.0,2.0,1.0,2.0,1.0,clase4
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
4,3.0,2.0,1.0,1.0,2.0,1.0,clase4
4,3.0,1.0,1.0,1.0,2.0,1.0,clase4
4,3.0,1.0,1.0,1.0,2.0,1.0,clase4
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
2,3.0,1.0,1.0,2.0,1.0,1.0,clase2
1,3.0,1.0,1.0,2.0,1.0,1.0,clase1
1,3.0,1.0,1.0,2.0,1.0,1.0,clase1
1,3.0,1.0,1.0,2.0,1.0,1.0,clase1
1,3.0,1.0,1.0,2.0,1.0,1.0,clase1
1,3.0,1.0,1.0,2.0,1.0,1.0,clase1
4,3.0,2.0,1.0,2.0,2.0,1.0,clase4
4,3.0,1.0,1.0,2.0,2.0,1.0,clase4
4,3.0,1.0,1.0,2.0,2.0,1.0,clase4
4,3.0,1.0,1.0,2.0,2.0,1.0,clase4
4,3.0,2.0,1.0,2.0,2.0,1.0,clase4
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
2,3.0,1.0,1.0,1.0,1.0,1.0,clase2
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
1,3.0,1.0,1.0,1.0,1.0,1.0,clase1
4,3.0,2.0,1.0,1.0,2.0,1.0,clase4
4,3.0,1.0,1.0,1.0,2.0,1.0,clase4
4,3.0,1.0,1.0,1.0,2.0,1.0,clase4
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
2,3.0,1.0,2.0,1.0,1.0,1.0,clase2
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
1,3.0,1.0,2.0,1.0,1.0,1.0,clase1
4,3.0,2.0,2.0,1.0,2.0,1.0,clase4
4,3.0,1.0,2.0,1.0,2.0,1.0,clase4
4,3.0,1.0,2.0,1.0,2.0,1.0,clase4
4,3.0,1.0,2.0,1.0,2.0,1.0,clase4
4,3.0,2.0,2.0,1.0,2.0,1.0,clase4
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
3,4.0,1.0,2.0,1.0,1.0,1.0,clase3
4,4.0,2.0,2.0,1.0,2.0,1.0,clase4
4,4.0,1.0,2.0,1.0,2.0,1.0,clase4
4,4.0,2.0,2.0,1.0,2.0,1.0,clase4
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
2,4.0,1.0,2.0,2.0,1.0,1.0,clase2
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
1,4.0,1.0,2.0,2.0,1.0,1.0,clase1
3,4.0,1.0,2.0,2.0,1.0,1.0,clase3
3,4.0,1.0,2.0,2.0,1.0,1.0,clase3
3,4.0,1.0,2.0,2.0,1.0,1.0,clase3
4,4.0,2.0,2.0,2.0,2.0,1.0,clase4
4,4.0,1.0,2.0,2.0,2.0,1.0,clase4
4,4.0,1.0,2.0,2.0,2.0,1.0,clase4
4,4.0,1.0,2.0,2.0,2.0,1.0,clase4
4,4.0,2.0,2.0,2.0,2.0,1.0,clase4
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
2,4.0,1.0,2.0,1.0,1.0,1.0,clase2
1,4.0,1.0,2.0,1.0,1.0,1.0,clase1
